796	1298	796.088	1298.33
795	1299	794.995	1298.98
794	1299	794.017	1299.07
793	1299	793.046	1299.19
792	1300	791.961	1299.86
791	1300	790.995	1299.98
790	1300	790.032	1300.11
789	1300	789.089	1300.29
788	1301	787.995	1300.98
787	1301	787.013	1301.06
786	1301	786.043	1301.17
785	1301	785.101	1301.35
784	1302	783.995	1301.98
783	1302	783.024	1302.09
782	1302	782.074	1302.23
781	1303	780.996	1302.99
780	1303	780.034	1303.11
779	1303	779.082	1303.29
778	1304	777.993	1303.97
777	1304	777.015	1304.06
776	1304	776.045	1304.15
775	1305	774.976	1304.93
774	1305	774.021	1305.06
773	1305	773.063	1305.19
772	1306	771.984	1305.95
771	1306	771.017	1306.06
770	1306	770.057	1306.19
769	1307	768.982	1306.95
768	1307	768.014	1307.05
767	1307	767.059	1307.2
766	1308	765.976	1307.93
765	1308	765.009	1308.03
764	1308	764.06	1308.2
763	1309	762.982	1308.95
762	1309	762.007	1309.02
761	1309	761.075	1309.22
760	1310	759.988	1309.97
759	1310	759.018	1310.05
758	1310	758.099	1310.28
757	1311	756.993	1310.98
756	1311	756.028	1311.09
755	1311	755.085	1311.25
754	1312	753.993	1311.98
753	1312	753.057	1312.15
752	1313	751.978	1312.94
751	1313	751.011	1313.04
750	1313	750.037	1313.13
749	1314	748.969	1313.92
748	1314	748.01	1314.03
747	1314	747.103	1314.27
746	1315	745.992	1314.98
745	1315	745.023	1315.07
744	1315	744.094	1315.27
743	1316	742.999	1316
742	1316	742.073	1316.19
741	1317	740.99	1316.97
740	1317	740.002	1317.01
739	1317	739.022	1317.08
738	1317	738.14	1317.32
737	1318	737.054	1318.13
736	1318	736.095	1318.28
735	1319	734.988	1318.97
734	1319	734.05	1319.11
733	1319	733.258	1319.48
732	1320	732.108	1320.2
731	1321	730.999	1321
730	1321	730.061	1321.16
729	1322	728.984	1321.96
728	1322	728.038	1322.1
727	1322	727.125	1322.33
726	1323	726.018	1323.05
725	1323	725.074	1323.18
724	1323	724.209	1323.47
723	1324	723.069	1324.15
722	1324	722.209	1324.49
721	1325	721.037	1325.09
720	1325	720.13	1325.3
719	1326	719.016	1326.04
718	1326	718.079	1326.2
717	1327	717	1327
716	1327	716.078	1327.18
715	1327	715.217	1327.48
714	1328	714.062	1328.15
713	1328	713.165	1328.43
712	1329	712.009	1329.03
711	1329	711.056	1329.15
710	1329	710.258	1329.48
709	1330	709.155	1330.25
708	1331	708.035	1331.08
707	1331	707.115	1331.28
706	1332	706.01	1332.02
705	1332	705.081	1332.19
704	1332	704.255	1332.56
703	1333	703.073	1333.16
702	1333	702.247	1333.52
701	1334	701.074	1334.15
700	1334	700.268	1334.56
699	1335	699.055	1335.12
698	1335	698.211	1335.44
697	1336	697.068	1336.14
696	1336	696.231	1336.47
695	1337	695.068	1337.14
694	1337	694.209	1337.44
693	1338	693.049	1338.1
692	1338	692.21	1338.43
691	1339	691.054	1339.11
690	1339	690.198	1339.4
689	1340	689.072	1340.14
688	1340	688.237	1340.48
687	1341	687.077	1341.16
686	1341	686.204	1341.45
685	1342	685.05	1342.11
684	1342	684.179	1342.38
683	1343	683.05	1343.11
682	1343	682.19	1343.43
681	1344	681.025	1344.07
680	1344	680.095	1344.23
679	1345	679.022	1345.05
678	1345	678.059	1345.19
677	1345	677.087	1345.33
676	1346	675.995	1345.98
675	1346	675.043	1346.22
674	1345	673.85	1345.2
674	1344	673.681	1344.16
673	1343	673.068	1342.75
672	1343	671.989	1342.95
671	1344	670.914	1343.7
670	1344	669.95	1343.88
669	1344	669.081	1344.16
668	1345	667.99	1344.99
667	1346	666.979	1345.98
666	1347	666.28	1347.2
665	1348	665.488	1348.48
664	1349	664.354	1349.62
663	1350	663.096	1350.23
662	1350	662.173	1350.4
661	1351	661.057	1351.12
660	1351	660.2	1351.39
659	1352	659.036	1352.06
658	1352	658.275	1352.42
657	1353	657.219	1353.27
656	1354	656.308	1354.27
656	1355	656.177	1355.13
655	1356	655.303	1356.19
654	1357	654.56	1357.47
653	1358	653.46	1358.57
652	1359	652.21	1359.33
651	1360	651.075	1360.12
650	1360	650.336	1360.52
649	1361	649.181	1361.27
648	1362	648.094	1362.15
647	1362	647.302	1362.53
646	1363	646.111	1363.21
645	1364	645.024	1364.04
644	1364	644.192	1364.3
643	1365	643.1	1365.17
642	1365	642.305	1365.56
641	1366	641.116	1366.22
640	1367	640.019	1367.03
639	1367	639.177	1367.29
638	1368	638.064	1368.11
637	1368	637.24	1368.43
636	1369	636.112	1369.19
635	1370	635.019	1370.03
634	1370	634.19	1370.33
633	1371	633.051	1371.1
632	1371	632.222	1371.38
631	1372	631.119	1372.18
630	1373	630.041	1373.06
629	1373	629.228	1373.36
628	1374	628.092	1374.16
627	1374	627.288	1374.57
626	1375	626.08	1375.17
625	1375	625.28	1375.51
624	1376	624.144	1376.23
623	1377	623.057	1377.09
622	1377	622.256	1377.42
621	1378	621.113	1378.17
620	1379	620.063	1379.09
619	1379	619.341	1379.48
618	1380	618.19	1380.29
617	1381	617.067	1381.12
616	1381	616.234	1381.41
